CCLE Cell Line Name,17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,LBW242,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
PANC1005_PANCREAS,3.24,1.09,1.43,2.02,0.53,3.52,0.00,0.00,0.65,0.26,0.43,3.09,0.15,0.97,0.29,0.17,5.42,4.01,0.76,0.70,0.77,0.41,3.35,1.24
PATU8902_PANCREAS,2.48,1.32,0.94,1.47,0.08,,0.41,0.70,0.21,,0.40,2.22,,0.40,0.70,0.24,3.29,4.00,,0.48,1.49,0.64,2.26,0.92
PC14_LUNG,4.41,1.58,3.34,1.20,3.72,,1.33,0.86,1.63,,0.10,1.44,,0.58,1.07,0.31,6.76,4.18,,0.43,1.78,1.13,3.39,3.33
PC3_PROSTATE,2.08,0.47,1.67,0.28,0.59,1.91,0.02,0.16,0.33,0.36,0.42,0.00,0.01,0.18,0.01,0.20,4.24,3.24,1.30,0.46,0.96,0.55,1.57,0.81
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.26,0.76,1.75,0.26,1.17,,0.00,0.54,0.35,0.53,0.26,0.89,0.69,1.12,0.84,0.48,7.19,5.59,3.22,0.07,1.41,1.55,4.19,2.68
PK1_PANCREAS,4.37,0.66,1.19,1.50,0.56,3.48,0.00,0.30,0.72,0.17,0.30,2.52,0.07,0.46,0.01,0.41,5.49,3.74,1.86,0.68,0.82,0.88,2.55,1.44
PK45H_PANCREAS,3.72,1.18,1.45,3.61,0.31,2.09,0.00,0.21,0.43,0.22,0.26,4.30,0.42,0.55,0.33,0.68,5.40,4.02,1.71,0.06,1.42,0.92,0.93,1.58
PK59_PANCREAS,3.07,0.81,0.81,1.00,0.27,2.11,0.22,0.14,0.52,0.33,0.00,2.47,0.48,0.49,0.00,0.01,4.30,3.87,1.41,0.37,1.27,0.66,2.26,0.48
PL45_PANCREAS,4.21,0.74,1.21,1.74,0.30,3.49,0.00,0.34,0.32,0.23,0.62,2.61,0.24,0.49,0.02,0.21,5.47,4.07,0.42,0.25,1.39,0.24,2.79,1.13
PLCPRF5_LIVER,4.06,0.68,0.81,0.84,0.37,2.40,0.00,0.41,1.21,0.89,1.02,1.30,0.84,0.96,0.17,0.20,5.36,4.82,2.03,0.47,0.57,0.99,1.27,0.70
PSN1_PANCREAS,3.50,0.52,0.15,2.47,0.22,,0.54,0.38,0.06,,0.27,3.02,,0.04,0.75,0.07,5.72,4.11,,0.23,0.87,0.30,2.71,0.45
QGP1_PANCREAS,3.34,1.53,0.66,3.55,0.74,,0.24,0.71,0.41,,0.39,3.78,,0.33,0.90,0.60,5.30,4.28,,0.53,1.29,1.03,1.26,0.23
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.98,0.41,0.01,0.22,0.22,,0.38,0.04,0.35,0.34,0.53,0.53,0.20,0.02,0.43,0.12,6.02,4.17,0.51,0.03,0.14,0.31,3.47,0.90
RD_SOFT_TISSUE,4.27,1.64,0.87,2.50,0.13,,0.32,0.64,0.20,,0.35,2.62,0.00,0.74,0.64,0.19,5.94,5.23,1.52,0.41,1.41,0.47,2.72,1.47
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.07,0.88,0.01,0.05,0.17,,1.05,1.56,0.49,0.58,0.57,0.00,0.79,0.89,0.47,0.87,6.79,4.97,,0.48,1.14,1.34,4.33,0.08
RERFGC1B_STOMACH,1.42,1.53,2.15,1.73,0.44,,0.03,0.18,0.72,0.09,0.26,1.58,0.02,0.30,0.32,0.54,4.58,4.19,0.49,0.19,1.00,0.72,3.44,2.00
RERFLCAI_LUNG,4.17,0.68,0.00,1.05,0.30,3.00,0.35,0.40,0.31,0.31,0.28,1.16,0.13,0.50,0.00,0.18,6.76,4.49,1.71,0.03,0.87,1.07,2.78,0.50
RERFLCMS_LUNG,3.20,0.47,0.06,,0.00,,0.02,,0.03,0.00,0.00,0.62,0.10,0.01,,0.48,5.96,3.38,0.42,0.08,0.08,0.20,1.26,0.88
RKN_OVARY,2.47,0.37,0.56,2.12,0.12,3.04,0.00,0.20,0.07,0.60,0.51,3.01,0.89,0.26,0.26,0.18,5.30,3.89,0.98,0.42,0.34,0.47,3.05,1.03
RKO_LARGE_INTESTINE,4.48,0.84,0.64,2.20,0.06,3.21,0.26,0.24,0.30,0.58,0.69,3.30,0.68,0.94,0.47,0.96,6.61,4.45,1.70,0.87,1.67,0.80,3.53,0.88
RL952_ENDOMETRIUM,3.21,1.21,1.70,2.80,1.54,2.10,0.31,0.13,1.30,0.48,0.61,3.56,0.57,0.83,0.00,0.23,6.09,4.91,2.02,0.14,1.04,1.30,2.00,1.56
RPMI7951_SKIN,5.84,0.98,0.81,1.12,0.17,,0.22,0.52,0.21,,0.23,1.60,,0.93,0.80,0.54,6.99,4.76,1.40,0.20,1.04,0.65,3.46,1.23
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.14,1.88,1.03,0.67,0.62,5.27,0.96,0.84,1.21,1.02,1.14,0.47,2.12,1.14,0.59,0.20,6.45,5.87,1.95,1.11,2.43,1.85,5.29,0.97
RT112_URINARY_TRACT,4.35,2.19,1.10,1.66,0.38,3.78,0.02,0.36,0.75,0.27,0.67,3.05,0.53,1.25,0.17,0.03,6.98,4.91,0.97,0.65,2.94,2.35,4.35,1.34
RT4_URINARY_TRACT,4.20,1.02,3.57,1.60,1.67,3.19,0.46,1.71,1.89,0.73,1.02,2.47,1.72,0.89,1.08,0.38,6.32,4.71,1.40,0.93,2.24,2.12,2.83,2.53
RVH421_SKIN,4.02,0.33,0.00,2.53,0.06,1.14,0.17,0.19,0.16,0.25,0.76,4.49,1.03,0.34,0.26,2.12,3.85,4.10,1.52,0.00,0.35,0.73,1.22,1.40
SAOS2_BONE,2.97,1.81,1.28,0.22,0.21,3.70,0.48,0.38,0.56,1.03,0.28,0.10,0.19,0.85,0.00,0.25,6.07,4.33,1.84,0.49,1.61,1.49,3.56,0.64
SBC5_LUNG,2.67,0.65,0.04,0.55,0.16,3.37,0.02,0.34,0.28,0.54,0.51,0.92,0.02,0.85,0.22,0.13,6.49,4.32,0.54,0.54,0.66,1.01,3.16,0.18
SCABER_URINARY_TRACT,3.44,1.06,1.62,1.72,2.04,2.53,0.07,1.25,1.71,0.20,0.27,2.42,0.61,0.40,0.12,0.30,6.56,4.15,1.26,0.60,1.22,1.57,2.16,1.84
SCC25_UPPER_AERODIGESTIVE_TRACT,4.46,,1.10,0.49,,,0.13,1.59,1.12,,0.54,1.32,0.56,0.38,0.75,0.37,6.81,,1.49,0.33,0.92,0.55,3.31,2.51
SCC9_UPPER_AERODIGESTIVE_TRACT,4.73,1.26,1.37,1.68,2.10,,0.25,1.14,1.14,,0.20,2.69,,0.47,1.19,0.20,5.21,5.36,1.53,0.29,0.48,0.77,2.36,2.73
SF126_CENTRAL_NERVOUS_SYSTEM,2.77,0.95,0.60,0.27,0.07,3.79,0.06,0.28,0.35,0.59,0.08,1.04,0.48,0.44,0.00,0.23,4.62,4.16,1.88,0.59,1.36,1.44,4.36,0.54
SF295_CENTRAL_NERVOUS_SYSTEM,3.27,0.93,0.43,0.47,0.14,2.84,0.06,0.25,0.41,0.30,0.20,0.66,0.16,0.83,0.47,0.21,4.52,3.29,1.34,0.24,1.04,0.96,3.05,0.19
SF8657,2.54,0.63,0.13,0.66,0.13,0.72,0.00,0.00,0.04,0.46,0.34,1.23,0.02,0.20,0.06,0.08,3.32,2.55,1.49,0.00,1.11,1.08,0.70,0.20
SH10TC_STOMACH,2.85,0.50,0.46,0.05,0.15,1.50,0.03,0.84,0.25,0.44,0.13,0.25,0.00,0.24,0.08,0.15,5.52,3.92,1.09,0.69,0.64,0.40,1.51,0.08
SHP77_LUNG,3.06,0.17,0.24,0.26,0.22,1.47,0.17,0.43,0.26,0.24,0.25,0.65,0.00,0.60,0.00,0.12,3.82,4.14,0.45,0.05,0.55,0.58,0.80,0.40
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.18,2.82,3.12,6.49,1.91,5.41,2.52,1.12,1.31,2.29,2.96,7.38,2.92,1.99,1.53,5.22,7.45,6.23,3.86,2.42,3.31,2.48,5.38,1.56
SIMA_AUTONOMIC_GANGLIA,2.37,2.89,1.05,1.74,0.19,4.81,1.25,0.63,0.59,1.17,0.81,3.37,1.66,1.03,0.45,0.14,5.58,4.73,2.12,1.19,2.70,1.52,4.50,1.33
SJRH30_SOFT_TISSUE,3.37,1.84,0.19,0.56,0.12,,0.50,0.19,0.39,0.48,0.27,0.18,0.11,1.08,0.22,0.19,5.34,5.24,1.29,0.57,2.27,0.55,3.56,1.78
SJSA1_BONE,3.20,1.53,1.40,0.83,0.48,,0.22,0.61,0.36,,1.34,1.75,0.66,0.64,0.54,0.00,5.37,4.19,1.17,0.93,1.26,0.57,3.56,0.98
SKBR3_BREAST,3.34,0.75,0.48,0.00,0.65,4.40,0.04,0.27,2.90,0.36,0.05,0.05,0.00,0.00,0.27,0.19,5.05,5.21,1.41,0.78,0.01,0.40,4.22,0.68
SKCO1_LARGE_INTESTINE,3.95,1.11,1.74,2.69,0.76,,1.03,0.47,1.07,1.20,0.56,3.51,0.16,0.85,0.25,0.46,2.66,3.44,1.07,0.45,2.20,0.75,2.21,1.61
SKES1_BONE,2.77,1.99,1.04,0.77,0.85,5.34,0.90,0.34,0.34,0.70,0.21,0.00,0.58,1.09,0.18,1.06,6.78,5.24,2.73,0.57,2.35,1.64,5.06,1.39
SKHEP1_LIVER,1.98,0.83,0.00,1.29,0.36,1.96,0.00,0.36,0.10,0.18,0.81,1.68,0.33,0.38,0.01,0.49,4.97,3.56,2.35,0.35,0.49,1.19,1.92,0.21
SKLMS1_SOFT_TISSUE,3.99,1.84,1.06,1.68,1.06,,,2.32,0.92,,1.56,2.16,,1.91,1.49,0.74,5.24,4.51,,0.31,1.78,1.64,3.78,1.44
SKLU1_LUNG,4.15,1.10,1.76,1.48,0.54,2.80,0.12,1.66,0.71,0.29,0.71,2.44,0.88,0.76,1.09,0.58,4.59,4.07,2.04,0.03,1.82,1.56,3.18,1.52
SKMEL24_SKIN,3.53,1.19,0.51,2.03,0.13,2.82,0.00,0.80,0.32,0.55,0.39,2.80,0.18,0.30,0.21,1.03,3.02,3.94,1.17,0.06,1.07,0.34,1.97,0.85
SKMEL2_SKIN,2.09,0.24,0.13,1.76,0.09,2.78,0.49,1.34,0.97,0.70,2.11,3.04,0.44,0.48,0.55,0.44,3.66,4.90,1.65,0.81,0.84,0.65,1.18,0.04
SKMEL30_SKIN,1.70,0.48,0.00,3.25,0.00,1.66,0.00,0.02,0.03,0.29,0.05,4.60,0.02,0.10,0.23,0.05,3.96,3.23,1.63,0.49,0.27,0.17,1.28,0.18
SKMEL31_SKIN,2.32,0.96,0.35,0.89,0.13,1.85,0.32,0.90,0.58,0.56,0.43,0.64,0.00,0.84,0.38,0.41,4.13,4.27,0.94,0.10,1.03,0.62,1.26,1.52
SKMEL5_SKIN,1.66,1.35,0.25,2.96,0.41,3.14,0.08,1.32,0.03,0.45,0.95,4.22,0.31,0.27,0.24,2.05,4.92,4.32,3.00,0.92,0.82,0.70,2.50,0.28
SKMES1_LUNG,4.01,1.92,2.57,0.88,2.38,,,2.57,2.03,,1.50,2.30,,1.31,1.96,1.05,4.99,4.33,,0.58,2.43,1.65,3.77,2.09
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.39,1.10,1.67,1.35,1.45,1.92,0.17,0.55,1.25,0.51,0.15,2.11,0.54,0.64,0.69,0.35,6.34,4.36,2.91,0.94,0.92,1.02,2.50,1.37
SKNAS_AUTONOMIC_GANGLIA,2.54,1.19,0.40,3.16,0.03,,0.46,0.59,0.08,,0.33,3.55,0.81,1.12,0.09,0.08,5.25,5.27,,0.32,1.36,0.28,3.20,0.94
SKNBE2_AUTONOMIC_GANGLIA,2.24,1.53,0.43,1.54,0.24,3.65,0.73,0.27,0.16,0.55,0.48,2.55,2.05,0.99,0.15,0.05,5.93,5.54,0.69,0.39,2.23,0.77,4.15,0.75
SKNDZ_AUTONOMIC_GANGLIA,2.94,1.97,1.54,0.72,0.05,,0.74,0.78,0.16,,0.21,0.25,0.89,1.23,0.42,0.14,5.86,5.67,0.63,0.15,1.52,0.99,3.80,1.11
SKNFI_AUTONOMIC_GANGLIA,2.62,2.01,1.34,1.82,0.42,,1.07,0.65,0.36,,0.41,1.92,,0.48,0.77,0.22,3.41,4.39,1.54,0.57,2.82,0.77,1.31,1.54
SKNSH_AUTONOMIC_GANGLIA,3.33,2.74,1.04,0.54,0.59,,0.24,0.91,0.50,1.05,1.30,1.11,1.01,1.83,0.50,0.90,4.86,5.19,1.98,1.01,3.39,1.29,2.90,1.13
SKOV3_OVARY,2.31,0.53,1.12,0.33,0.61,2.50,0.00,2.67,0.83,0.16,0.58,0.52,0.06,0.02,0.15,0.33,5.05,3.39,1.98,0.42,0.72,0.80,2.08,0.93
SNGM_ENDOMETRIUM,3.63,0.50,1.06,1.16,0.77,2.02,0.83,0.49,0.55,0.33,0.47,1.12,0.15,0.22,0.70,0.28,5.73,3.92,2.41,0.48,0.57,0.82,2.58,1.85
SNU16_STOMACH,5.23,0.87,0.44,0.48,0.45,,0.87,0.44,1.23,1.21,0.21,1.07,0.72,1.16,0.53,0.63,7.54,4.80,2.35,1.16,3.03,2.87,3.57,2.40
SNU182_LIVER,2.01,0.69,0.94,1.70,0.91,,0.14,0.23,0.15,0.28,0.24,1.34,0.42,0.25,1.21,0.36,4.62,4.39,0.84,0.05,1.00,0.31,1.33,0.99
SNU1_STOMACH,4.56,0.97,0.61,1.97,0.36,,0.32,0.11,0.49,0.57,1.27,3.77,1.04,0.83,0.00,0.16,4.90,4.01,1.82,0.89,1.46,1.10,3.66,0.37
SNU387_LIVER,3.05,1.01,1.03,0.50,0.81,,0.44,0.85,0.82,,0.96,0.88,,0.88,1.52,1.28,4.74,3.73,,0.73,0.88,0.40,1.00,0.67
SNU398_LIVER,2.53,0.59,0.62,1.40,0.02,,1.34,1.57,0.28,,0.87,2.41,,0.94,0.57,0.71,6.99,4.39,1.40,0.72,1.94,1.08,3.62,0.70
SNU423_LIVER,2.06,0.13,0.05,0.37,0.00,,0.53,0.71,0.21,0.09,0.14,0.37,0.59,0.42,0.82,0.10,4.94,3.13,0.67,0.06,0.23,0.35,0.89,0.22
SNU449_LIVER,1.55,0.88,0.63,0.21,0.34,1.67,0.00,0.46,0.18,0.28,0.42,0.72,0.00,0.27,0.06,0.37,1.81,3.36,0.83,0.50,0.39,0.22,1.30,1.13
SNU475_LIVER,3.96,1.47,0.66,0.93,0.69,,0.45,2.31,0.87,,0.89,0.97,,0.71,1.01,0.69,5.00,3.79,1.97,1.04,0.91,1.08,2.52,0.65
SNUC2A_LARGE_INTESTINE,2.75,0.82,1.33,1.32,0.46,,0.00,1.22,0.26,0.10,0.54,1.88,0.44,0.54,0.33,0.06,3.95,3.27,0.87,0.67,1.37,0.27,2.21,0.87
SNUC2B,3.13,0.94,1.19,2.58,0.32,,0.55,2.57,1.59,0.82,0.56,2.58,0.24,0.74,0.21,0.49,5.37,3.87,0.63,0.24,1.15,0.81,3.19,2.09
SQ1_LUNG,4.13,1.05,1.92,0.94,0.95,,0.48,3.25,0.68,,0.06,1.13,,0.06,1.48,0.52,4.59,4.95,,0.68,0.79,1.02,2.07,2.27
SU8686_PANCREAS,2.47,0.76,0.33,0.62,0.19,,0.01,0.91,0.09,,0.15,0.76,0.00,0.29,0.29,0.21,4.14,3.84,1.15,0.22,0.29,0.16,3.07,0.53
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.89,1.02,0.49,0.42,0.07,3.20,1.28,0.19,0.80,0.32,0.07,1.84,1.33,0.90,0.07,0.00,7.24,5.40,0.84,0.02,1.21,1.31,4.07,1.96
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.73,1.73,3.61,1.73,1.01,4.97,1.39,1.80,1.29,1.50,1.92,0.70,2.50,2.01,2.57,1.99,6.95,5.85,1.52,1.84,2.39,1.91,5.32,2.27
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.24,1.10,1.78,0.52,0.39,4.25,3.26,1.23,1.41,1.30,0.27,0.85,1.80,1.20,2.03,1.36,7.48,6.15,1.41,0.87,1.21,1.52,4.03,1.58
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.12,1.65,1.20,1.57,0.69,5.55,1.20,1.31,0.96,1.40,0.79,1.51,2.43,1.36,1.36,1.70,6.78,6.32,1.78,1.62,1.77,1.24,5.44,1.68
SUIT2_PANCREAS,2.35,0.91,1.01,2.08,0.94,3.42,0.06,0.25,0.18,0.05,0.27,3.01,0.35,0.24,0.21,0.27,3.28,3.17,1.88,0.63,0.98,0.91,3.56,0.72
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.13,0.19,0.00,1.03,0.00,5.01,0.39,3.14,0.00,0.15,0.31,1.52,0.74,1.75,0.57,0.11,7.61,5.49,0.54,0.05,4.02,0.09,4.35,0.37
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.55,0.86,0.55,0.03,0.37,,0.02,0.53,0.23,0.61,0.44,0.46,0.47,0.25,0.18,0.34,5.23,4.11,0.25,0.06,0.65,0.17,4.37,1.09
SW1088_CENTRAL_NERVOUS_SYSTEM,2.80,0.09,0.29,0.00,0.11,,0.35,0.02,0.70,0.63,0.00,0.04,0.15,0.24,0.03,0.47,5.00,2.94,1.29,0.08,0.53,0.85,0.78,0.24
SW1271_LUNG,2.62,1.30,1.31,1.67,0.08,3.03,0.07,1.24,0.13,0.63,0.71,2.24,0.27,0.72,0.85,0.51,4.19,3.54,1.37,0.31,0.82,0.14,3.21,0.97
SW1353_BONE,3.12,0.72,0.51,0.93,0.20,2.65,0.02,0.32,0.34,0.15,0.53,1.38,0.49,0.65,0.23,0.41,5.39,4.48,1.51,0.31,1.85,0.84,2.29,0.63
SW1417_LARGE_INTESTINE,4.14,1.48,2.51,2.44,0.32,,0.35,0.44,0.92,,0.37,3.54,0.43,0.55,0.73,1.70,5.17,4.40,1.74,0.86,1.39,0.65,3.67,1.49
SW1573_LUNG,2.04,1.32,0.69,0.94,0.34,,0.29,0.52,0.31,,0.46,1.40,,0.68,0.41,0.43,3.84,3.95,,0.34,1.45,1.04,4.61,0.59
SW1990_PANCREAS,3.96,1.05,1.31,1.59,0.59,,0.02,0.19,0.82,0.77,1.26,2.97,0.31,1.09,0.06,0.69,4.71,3.66,1.76,0.07,1.71,0.83,4.21,0.64
SW403_LARGE_INTESTINE,4.37,1.99,1.11,2.97,1.04,2.87,0.29,1.63,1.85,0.29,0.30,4.87,1.08,0.91,0.25,0.16,5.87,5.13,0.71,0.00,2.23,0.61,4.70,1.56
SW480_LARGE_INTESTINE,2.23,1.42,0.12,2.29,0.29,2.35,0.06,0.07,0.26,0.09,0.61,3.25,0.12,0.35,0.00,0.09,3.61,3.76,1.30,0.37,0.99,0.91,2.95,0.59
SW48_LARGE_INTESTINE,5.88,2.20,1.65,4.79,2.56,4.33,0.90,0.47,2.77,0.39,1.04,5.32,1.76,0.89,0.13,0.00,6.64,4.65,1.12,0.54,3.19,1.53,4.00,2.94
SW579_THYROID,4.65,0.41,1.53,0.32,0.36,3.44,0.00,0.86,0.22,1.09,0.92,1.33,0.29,0.41,0.14,0.63,5.63,4.36,1.85,1.81,1.35,2.15,3.43,2.09
SW620_LARGE_INTESTINE,4.96,1.46,0.09,3.53,0.00,3.68,0.00,0.07,0.00,0.16,0.44,4.72,0.79,1.12,0.00,0.10,6.04,4.82,1.29,0.41,1.97,1.08,3.54,1.26
SW780_URINARY_TRACT,3.00,1.11,0.23,1.88,0.91,2.37,0.00,0.91,0.66,0.25,0.79,2.70,0.28,0.31,0.38,0.13,5.53,3.33,0.57,0.12,1.36,1.19,1.98,0.50
SW900_LUNG,2.56,0.30,0.36,0.30,0.14,,0.03,0.50,0.42,0.35,0.31,1.11,0.42,0.52,0.09,0.02,4.54,1.88,0.61,0.46,0.45,0.46,1.07,0.25
T24_URINARY_TRACT,3.70,0.77,1.55,1.53,0.89,4.52,0.42,0.64,0.42,0.17,0.81,2.60,0.53,0.91,0.48,0.93,5.77,4.44,2.97,0.51,1.80,1.80,3.67,1.89
T3M10_LUNG,4.90,0.18,0.04,1.13,0.38,1.48,0.00,1.18,0.54,0.10,0.27,2.17,0.25,0.27,0.36,0.14,4.14,3.88,1.52,0.00,0.07,0.47,0.82,1.39
T47D_BREAST,1.47,0.92,0.56,0.69,0.18,,0.42,0.98,0.57,0.51,0.42,0.00,0.53,0.35,0.31,0.05,3.34,4.36,1.47,0.43,0.34,0.47,1.99,0.40
T84_LARGE_INTESTINE,2.53,1.19,1.03,1.57,1.00,2.23,0.59,0.37,0.30,0.72,1.05,2.11,0.88,0.86,0.47,0.51,4.11,3.97,0.85,0.61,2.39,0.01,1.17,1.56
T98G_CENTRAL_NERVOUS_SYSTEM,2.54,1.14,1.41,0.81,0.53,0.84,0.03,0.22,0.32,0.48,0.53,0.84,0.48,0.24,0.06,0.61,5.00,2.89,1.41,1.06,1.21,1.83,1.26,1.12
TC71_BONE,1.97,0.42,0.03,0.02,0.00,3.58,0.00,0.14,0.00,0.00,0.05,0.00,0.00,0.66,0.00,0.04,6.86,4.64,0.25,0.01,0.54,0.85,3.79,0.37
TCCSUP_URINARY_TRACT,4.41,0.20,0.09,0.00,0.06,2.41,0.00,0.27,0.00,0.33,0.00,0.17,0.17,0.19,0.55,0.15,5.74,4.39,0.71,0.02,0.91,0.67,2.21,0.19
TE11_OESOPHAGUS,3.40,1.71,1.93,0.32,2.01,,,0.71,2.23,,1.21,1.48,,0.95,0.79,,7.31,3.60,,0.53,1.94,1.63,4.76,
TE15_OESOPHAGUS,4.03,1.47,2.44,2.72,1.68,,1.61,1.82,1.50,,0.81,2.87,,0.43,1.79,1.56,6.42,4.44,,0.41,0.82,1.58,3.63,2.52
TE1_OESOPHAGUS,3.95,0.88,1.04,1.11,0.84,,0.08,0.53,0.71,,0.43,1.01,,0.41,0.62,0.38,4.15,5.03,,0.25,1.36,0.70,2.85,0.76
TE5_OESOPHAGUS,3.10,0.42,0.59,0.64,0.23,,0.00,0.79,0.49,,0.40,0.75,,0.22,0.38,0.06,5.43,3.46,,0.26,0.27,0.45,3.69,0.66
TE617T_SOFT_TISSUE,5.18,1.48,2.94,2.58,1.72,4.43,0.24,1.02,3.45,1.55,1.43,2.71,1.66,1.71,0.91,0.03,6.73,5.10,2.47,0.91,2.12,1.10,4.40,2.48
TE9_OESOPHAGUS,4.27,1.08,1.95,0.89,0.93,3.82,0.71,0.50,1.26,0.63,0.43,0.98,0.08,0.33,0.10,0.41,6.65,4.03,1.31,0.68,1.89,0.83,4.04,1.30
TEN_ENDOMETRIUM,3.06,1.06,1.39,0.66,0.08,2.73,0.53,0.98,0.63,0.90,0.82,0.38,0.72,0.64,0.57,0.82,4.03,3.51,0.67,0.00,1.86,0.48,2.07,1.25
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.25,0.64,0.00,0.06,0.01,,0.00,0.03,0.03,0.00,0.00,0.28,0.35,0.03,0.02,0.00,2.39,4.26,0.10,0.02,0.00,0.09,4.00,0.26
TOV112D_OVARY,2.67,0.43,1.84,0.10,0.88,3.81,0.28,0.11,0.49,0.49,0.64,0.80,0.76,0.70,0.36,0.06,6.27,4.36,1.61,0.97,1.47,1.15,3.94,1.18
TOV21G_OVARY,3.96,0.46,1.65,1.28,0.89,2.62,0.23,0.92,0.55,0.15,0.38,1.34,0.19,0.41,0.36,0.67,5.04,3.76,3.36,1.08,1.32,1.73,2.73,0.96
TT2609C02_THYROID,4.00,1.77,1.37,3.15,0.82,3.58,0.75,2.09,0.46,0.87,0.26,4.28,1.37,0.67,0.14,0.19,6.66,4.93,3.24,0.55,2.16,1.41,3.35,0.71
TYKNU_OVARY,3.72,1.09,0.82,0.63,0.21,3.80,0.11,1.26,0.56,0.15,0.00,1.68,0.47,0.76,0.08,0.12,5.12,4.68,1.37,0.53,1.06,0.70,3.43,1.23
U118MG_CENTRAL_NERVOUS_SYSTEM,3.44,0.53,0.16,0.13,0.06,3.01,0.03,0.87,0.05,0.05,0.21,0.40,0.38,0.43,0.00,0.09,4.76,4.13,1.11,0.24,1.10,0.71,2.86,0.85
U2OS_BONE,4.67,1.51,1.35,1.20,0.49,2.64,1.16,0.33,0.73,0.68,1.01,1.68,0.40,1.00,0.25,0.67,5.15,5.12,1.25,0.55,1.32,0.84,2.63,2.16
U87MG_CENTRAL_NERVOUS_SYSTEM,3.49,0.32,0.03,0.47,0.07,1.50,0.00,0.21,0.55,0.27,0.49,1.31,0.67,0.89,0.44,0.02,4.30,3.42,1.42,0.20,0.52,0.48,1.64,0.24
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.66,0.85,0.58,1.14,0.55,3.62,1.35,0.29,0.39,0.55,0.25,1.51,1.07,0.51,0.78,0.35,7.44,5.02,1.23,0.72,0.58,0.77,3.56,0.85
UACC257_SKIN,2.21,0.58,0.31,2.98,0.00,,0.20,0.29,0.01,,0.47,4.23,,0.13,0.26,2.08,3.62,4.06,1.28,0.36,0.44,0.32,2.11,0.93
UACC62_SKIN,4.53,0.87,1.05,3.94,0.69,,,0.91,0.56,,1.12,4.92,,0.74,0.84,3.02,5.33,4.68,2.01,0.40,1.35,0.74,3.82,0.61
UACC812_BREAST,3.13,0.40,0.62,0.94,0.44,1.73,0.06,0.13,1.32,0.72,0.30,1.08,0.36,0.06,0.12,0.00,4.00,3.73,0.73,0.28,0.69,0.01,1.34,0.83
UMUC3_URINARY_TRACT,3.29,0.07,0.71,0.53,0.00,2.62,0.00,0.55,0.00,0.12,0.30,0.96,0.32,0.20,0.14,0.27,5.46,3.38,0.47,0.26,0.29,0.33,2.44,0.94
VMRCLCD_LUNG,3.53,1.23,1.46,0.67,0.25,,0.35,1.20,0.35,0.92,0.68,1.00,1.46,1.52,0.90,0.45,6.52,5.87,0.45,0.85,1.95,0.94,2.24,0.89
VMRCRCW_KIDNEY,0.44,2.43,1.45,0.03,0.19,2.96,0.19,1.37,1.38,0.86,0.16,0.00,0.10,1.77,0.82,0.02,1.07,5.96,0.43,0.91,1.28,0.95,0.23,1.84
VMRCRCZ_KIDNEY,2.30,1.31,1.82,1.37,0.90,1.31,0.75,0.30,0.53,0.09,0.36,1.84,0.68,0.61,0.12,0.48,3.96,3.82,1.73,0.81,1.46,1.17,2.07,1.39
WM115_SKIN,3.75,0.17,0.05,1.60,0.10,,0.26,1.85,0.11,,0.12,2.06,,0.00,0.38,0.69,3.56,3.39,0.57,0.32,0.08,0.29,0.88,0.82
WM1799_SKIN,3.76,0.77,1.25,2.95,0.68,2.43,0.39,0.82,0.39,0.98,1.03,3.83,1.07,0.35,0.61,1.97,4.89,3.53,2.70,1.02,1.01,1.10,3.03,1.00
WM2664_SKIN,5.60,0.41,0.00,3.45,0.09,,0.13,0.19,0.15,,0.74,4.87,,0.63,0.12,1.60,4.09,4.94,1.97,0.12,0.48,0.63,3.35,1.29
WM793_SKIN,5.64,1.24,0.88,2.07,0.07,4.48,0.78,1.89,0.69,0.71,0.86,3.05,1.49,0.67,0.85,1.40,5.63,4.05,2.32,0.17,1.00,1.20,3.63,1.33
