CCLE Cell Line Name	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
NCIH2286_LUNG	1.82	-0.26	1.33	1.29	0.96	1.71	0.84	-0.04	1.59	2.28	4.00	0.93	3.00	2.62	0.82	1.22	1.08	0.55	2.57	1.24	2.43	2.64	1.96	0.94
NCIH23_LUNG	0.78	0.50	-0.29	-0.23	-0.98	-1.11	0.55	1.90	-0.39	0.14	0.72	0.21	-0.43	0.67	-0.29	1.09	1.05	0.01	0.72	-0.44	0.44	0.98	0.10	0.06
NCIH2444_LUNG	-1.04	-0.78	-0.60	-0.06	-0.33	0.64	-0.49	1.03	0.51	-0.49	-0.68	0.41	0.31	-0.74	-0.14	-0.51	-0.79	-0.25	-0.56	-0.82	-1.19	-1.31	-1.25	-0.72
NCIH2452_PLEURA	0.16	-0.39	0.07	-0.43	0.23	1.02	0.14	0.19	-0.63	-0.42	0.73	-0.48	0.57	-0.54	-0.37	0.44	0.34	-0.87	0.96	0.36	-0.07	0.23	0.32	-0.66
NCIH28_PLEURA	-0.28	0.02	0.45	-0.00	1.77	-1.11	-0.54	-0.69	0.77	-0.37	-0.19	0.01	0.38	-0.26	-0.60	-0.53	-1.48	-0.35	-0.45	-0.86	0.14	-0.95	-1.11	0.80
NCIH322_LUNG	0.58	0.13	0.68	1.00	2.15	0.34	-0.74	-0.92	1.01	-0.44	-1.06	1.15	-0.86	-1.00	-0.98	-0.77	-0.33	-0.62	-0.20	-1.07	-0.89	-1.09	-0.91	0.43
NCIH3255_LUNG	-0.50	0.66	3.88	-0.71	5.46	0.58	-0.55	-0.68	4.09	0.34	-0.80	-0.31	-0.82	0.78	-0.76	-0.54	-1.57	0.00	-0.71	-0.83	1.85	-1.52	-1.06	4.21
NCIH358_LUNG	-0.43	0.03	-0.31	0.98	1.58	-1.11	0.54	0.07	1.15	-0.07	-0.34	1.23	0.03	0.23	-0.75	0.48	0.35	-0.09	0.63	-0.19	0.24	0.74	-0.68	0.68
NCIH441_LUNG	-0.48	0.14	-0.31	0.26	-0.50	0.79	-0.68	-0.87	-0.38	-0.53	0.22	-0.13	-0.05	-0.48	-0.53	-0.56	-0.57	-0.61	-0.62	-0.63	-0.14	-0.70	-0.34	-0.47
NCIH460_LUNG	0.85	0.09	-1.15	-0.61	-0.87	-1.11	0.52	-0.64	-0.88	-0.69	-0.50	-0.34	-0.86	-0.73	-0.61	-0.49	-0.17	-0.39	-0.54	-0.81	-0.53	-0.76	0.17	-0.41
NCIH520_LUNG	-0.38	-0.82	-0.26	-1.06	-0.98	0.73	-0.67	-0.16	-1.05	-0.54	-0.22	-1.18	0.43	-0.76	-0.98	-0.68	0.58	-0.36	-0.13	-0.14	-0.57	0.49	-0.64	-0.47
NCIH522_LUNG	0.11	-0.65	-0.20	-0.82	-0.34	0.57	-0.58	-0.27	0.12	-0.13	-0.18	-0.72	-0.70	-0.30	-0.73	-0.80	0.18	-0.29	-0.35	0.04	0.09	-0.48	-0.82	-0.27
NCIH647_LUNG	-0.20	-1.10	0.61	-0.81	-0.52	-1.11	0.07	-0.14	-0.68	0.10	-0.33	-0.74	-0.01	-1.24	0.12	-0.24	-0.43	-1.54	-1.43	0.64	-1.40	-1.40	-1.41	-0.06
NCIH650_LUNG	-0.06	-0.41	-1.29	-0.67	-0.92	-1.11	-0.74	-0.21	-0.78	-0.56	-1.15	-0.93	-0.69	-0.59	0.12	-0.74	-0.70	-0.96	0.05	-0.93	-0.98	-0.60	-0.88	-0.42
NCIH661_LUNG	-2.12	0.10	-0.53	-0.99	-0.83	0.44	-0.40	-0.19	-0.53	0.03	-0.98	-1.16	-0.73	-0.06	0.28	-0.28	-2.05	1.06	-0.89	-0.81	-0.53	-1.18	-1.58	0.09
NCIH727_LUNG	-1.21	0.46	0.15	0.35	-0.48	-0.33	0.46	-0.67	-0.23	0.09	-0.17	0.73	-0.35	0.64	-0.65	-0.50	-2.48	-1.59	-1.16	-0.66	0.07	-1.11	-2.14	0.21
NCIH747_LARGE_INTESTINE	0.76	0.87	0.32	2.29	0.38	-1.11	-0.40	0.74	-0.14	0.12	-0.91	1.84	0.43	0.10	-0.13	-0.55	-0.46	0.49	-0.62	-0.02	0.08	-1.34	-0.60	0.32
NCIH810_LUNG	-1.72	0.55	-0.99	-0.98	-0.73	0.63	0.81	-0.21	-0.40	0.46	-0.03	-1.22	-0.37	0.10	-0.42	-0.34	-0.44	1.21	-0.96	-0.01	-0.00	-0.52	-0.85	-1.10
NCIN87_STOMACH	2.61	-0.26	1.38	0.39	0.54	-1.11	0.52	-0.07	5.65	0.95	0.57	0.13	0.34	-0.24	-0.21	0.36	0.38	0.25	0.58	-0.13	0.59	0.16	0.49	0.37
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.03	0.44	4.29	1.45	1.48	1.46	2.19	1.60	1.46	7.17	2.25	1.42	0.58	3.72	2.48	2.16	1.26	0.93	1.33	3.05	1.63	1.99	1.50	2.83
NIHOVCAR3_OVARY	-0.56	-0.09	1.62	0.23	0.91	1.01	0.09	-0.64	0.53	-0.59	0.44	-0.35	-0.43	-0.28	-0.41	-0.23	0.06	0.29	0.80	1.53	0.82	-0.10	-0.69	0.63
NUGC3_STOMACH	0.74	0.06	-0.02	0.32	1.90	1.55	0.69	-0.04	1.30	0.04	-0.46	0.16	-0.60	-0.45	-0.56	0.66	1.40	-0.12	0.37	0.98	-0.38	-0.46	1.16	0.86
NUGC4_STOMACH	1.48	0.00	2.26	2.00	3.21	-1.11	-0.24	-0.92	3.45	0.39	0.56	1.95	1.22	1.64	1.48	-0.80	0.68	1.68	-0.89	-0.48	-1.13	-0.39	0.82	2.06
OC314_OVARY	0.17	-1.10	-0.59	-1.07	-0.52	-1.11	-0.74	-0.69	-0.45	-0.65	-0.61	-0.94	-0.35	-0.85	-0.17	-0.69	0.88	-0.66	0.15	-1.07	-1.45	-0.43	0.24	-0.38
OC315_OVARY	0.77	-1.09	-0.98	-0.57	-0.41	0.77	-0.74	-0.49	-0.42	-0.63	-0.38	-0.85	-0.33	-0.39	-0.76	-0.73	1.11	-0.01	-0.07	-1.04	-1.46	-0.17	0.32	0.04
OC316_OVARY	0.10	-1.06	-0.71	-0.73	-0.39	0.73	-0.74	-0.58	-0.34	-0.53	-0.44	-1.02	-0.49	-0.97	-0.90	-0.48	0.90	-0.39	-0.23	-0.86	-1.56	-0.64	0.31	0.21
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.81	0.17	-1.00	3.99	-0.94	1.34	-0.35	-1.01	-0.78	0.43	0.11	3.72	1.77	0.45	-0.83	0.76	0.87	1.15	0.49	2.18	1.03	0.79	1.56	-1.37
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.14	2.12	0.22	1.48	1.06	1.58	2.95	-0.05	-0.33	0.87	2.02	1.01	2.07	1.06	2.28	1.18	1.30	2.04	0.55	3.53	1.91	2.67	1.75	2.01
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.27	-1.70	-0.93	-0.47	-0.90	-1.11	-0.47	0.53	-0.93	-0.69	-0.15	-1.11	-0.86	-0.82	-0.98	-0.68	0.27	0.70	-0.85	-0.30	-1.42	-1.61	-0.98	-1.18
OCUM1_STOMACH	1.29	-0.87	-0.77	2.49	-0.96	0.78	-0.74	-0.32	-0.53	-0.17	0.02	2.35	0.11	0.40	-0.42	-0.62	0.11	0.91	-0.03	-0.80	0.18	-0.49	0.54	-0.94
OE21_OESOPHAGUS	-0.12	0.50	0.62	0.19	2.75	0.55	-0.71	2.15	1.34	0.44	-0.27	0.31	0.74	0.73	-0.36	-0.43	0.78	-0.00	0.58	-0.15	0.25	0.02	-0.25	1.13
OE33_OESOPHAGUS	1.27	-0.24	0.71	-0.34	0.35	1.33	-0.52	1.31	1.08	-0.47	-0.75	-0.01	0.60	3.24	0.49	-0.12	-0.23	0.55	0.15	-0.69	0.67	-1.10	0.25	0.06
ONCODG1_OVARY	-0.13	-0.57	0.68	-0.69	0.74	0.39	0.73	-0.66	0.26	0.12	-0.74	-0.59	-0.05	-0.50	-0.71	-0.14	1.12	-0.35	0.55	-0.14	-0.58	-0.24	-0.08	0.59
ONS76_CENTRAL_NERVOUS_SYSTEM	-1.43	-1.22	-0.49	1.35	-0.88	0.45	-0.52	-0.38	-0.88	-0.46	-0.46	1.53	-0.27	-0.81	-0.96	-0.52	-3.96	-0.49	0.10	0.81	-1.16	-0.65	0.32	-1.12
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.23	-0.16	-0.39	-0.73	0.43	1.37	0.55	-1.05	-1.00	-0.16	-0.73	-0.34	-0.86	-0.74	0.22	-0.64	-1.22	2.77	-1.59	-0.69	-0.47	-1.20	0.56	-1.49
OV90_OVARY	1.13	-0.31	-0.91	1.85	-0.98	0.53	-0.74	0.01	-0.44	0.14	-0.94	1.51	-0.75	-0.28	-0.84	-0.56	-1.33	0.47	0.69	-0.13	1.06	-0.79	0.03	-1.03
OVCAR4_OVARY	-1.09	-1.18	-0.71	-1.15	-0.36	-0.08	-0.63	1.98	-0.38	-0.36	-0.35	-0.71	-0.69	-0.98	-0.95	-0.80	-0.49	-0.45	-0.14	0.10	-0.16	-0.85	0.05	-1.35
OVCAR8_OVARY	0.68	-0.65	0.09	-0.88	-0.14	1.36	-0.34	-0.94	0.63	0.10	-0.95	-0.59	-0.86	0.46	-0.21	-0.49	0.75	0.86	0.44	0.67	-0.72	0.30	0.88	-0.44
OVMANA_OVARY	-0.62	-0.01	0.83	-0.61	-0.92	0.24	-0.30	0.47	-0.04	-0.34	0.38	-1.05	-0.44	0.11	-0.73	0.36	-1.88	-1.08	0.14	0.36	-0.25	-1.23	-0.36	-0.28
OVSAHO_OVARY	-1.93	-1.00	-0.18	-0.51	-0.76	-0.02	-0.52	-0.43	-0.54	-0.66	-0.82	-0.61	-0.73	-1.24	-0.98	-0.75	-1.64	-1.19	-0.81	-0.37	-0.78	-0.98	-0.80	-0.99
OVTOKO_OVARY	-1.29	-0.87	1.22	-0.85	0.40	0.44	-0.18	-0.76	0.29	-0.49	0.11	-0.92	-0.62	-0.67	-0.59	-0.80	-2.40	0.50	0.87	0.34	-0.63	-0.54	0.47	-1.64
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.67	0.25	-0.85	0.39	0.20	2.08	1.85	-0.21	0.05	0.45	0.41	0.42	1.85	0.60	0.36	0.13	1.35	1.75	1.05	1.46	1.20	1.74	1.85	-0.55
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.72	-0.44	-1.19	1.79	0.29	1.16	1.21	-0.07	-0.52	-0.04	-0.04	1.85	-0.11	1.09	1.66	-0.18	0.20	1.98	2.11	1.17	0.27	0.67	0.83	-1.03
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.82	-0.59	-0.88	-1.06	-0.98	-1.11	-0.51	0.35	-1.04	-0.53	-0.90	-1.09	0.01	-1.15	0.03	-0.80	0.41	-0.08	-1.69	-0.60	-1.52	-0.98	0.10	0.41
PANC0203_PANCREAS	0.08	0.90	0.89	1.83	0.63	0.49	-0.61	-0.71	0.53	-0.21	0.21	2.02	0.46	0.27	-0.34	-0.61	-0.91	0.01	-0.54	-0.08	-0.21	-0.51	-0.41	1.13
PANC0327_PANCREAS	0.92	-0.64	-0.10	-0.08	-0.21	0.88	0.27	2.19	0.10	-0.67	-0.99	0.21	-0.80	0.19	-0.43	-0.41	0.46	-0.74	0.86	-0.85	-0.45	-1.10	0.18	-0.54
PANC0403_PANCREAS	-0.70	-0.54	-0.25	0.12	-0.20	-0.10	-0.46	-0.61	-0.05	0.19	-0.34	0.65	-0.52	-0.33	-0.81	-0.64	-0.94	-0.92	-0.88	-0.31	0.28	-0.84	-0.93	-1.10
PANC1005_PANCREAS	-0.14	0.11	0.58	0.60	-0.13	0.91	-0.74	-1.05	-0.06	-0.35	-0.20	0.83	-0.61	0.40	-0.44	-0.52	0.17	-0.38	-0.79	0.27	-0.65	-0.91	0.33	0.11
PATU8902_PANCREAS	-0.88	0.49	-0.06	0.13	-0.86	-1.11	0.01	-0.04	-0.73	-0.69	-0.26	0.23	-0.86	-0.57	0.35	-0.41	-1.45	-0.39	-1.71	-0.16	0.21	-0.52	-0.54	-0.34
PC14_LUNG	0.98	0.91	3.08	-0.11	4.91	-1.11	1.71	0.19	1.44	-0.69	-0.93	-0.31	-0.86	-0.27	1.06	-0.29	1.18	-0.18	-1.71	-0.26	0.55	0.32	0.36	3.06
PC3_PROSTATE	-1.26	-0.93	0.90	-0.90	-0.05	-0.01	-0.70	-0.81	-0.55	-0.21	-0.23	-1.30	-0.85	-0.94	-0.96	-0.47	-0.73	-1.24	-0.14	-0.20	-0.42	-0.66	-1.09	-0.49
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.13	-0.46	1.00	-0.92	0.87	-1.11	-0.74	-0.27	-0.51	0.01	-0.58	-0.69	0.26	0.65	0.62	0.00	1.51	1.38	2.17	-0.94	0.10	1.03	1.00	2.15
PK1_PANCREAS	0.94	-0.62	0.27	0.15	-0.09	0.89	-0.74	-0.62	0.06	-0.46	-0.48	0.44	-0.75	-0.47	-0.96	-0.13	0.22	-0.68	0.54	0.23	-0.60	-0.10	-0.31	0.40
PK45H_PANCREAS	0.32	0.24	0.61	1.97	-0.49	0.09	-0.74	-0.74	-0.39	-0.40	-0.57	1.67	-0.18	-0.32	-0.35	0.33	0.15	-0.36	0.36	-0.95	0.12	-0.04	-1.60	0.60
PK59_PANCREAS	-0.31	-0.37	-0.23	-0.28	-0.55	0.10	-0.33	-0.84	-0.26	-0.26	-1.15	0.40	-0.09	-0.41	-0.98	-0.78	-0.68	-0.53	-0.01	-0.37	-0.05	-0.48	-0.54	-0.96
PL45_PANCREAS	0.79	-0.48	0.29	0.36	-0.51	0.89	-0.74	-0.55	-0.55	-0.38	0.22	0.50	-0.48	-0.43	-0.94	-0.45	0.20	-0.31	-1.20	-0.59	0.08	-1.20	-0.11	-0.05
PLCPRF5_LIVER	0.64	-0.58	-0.23	-0.42	-0.39	0.27	-0.74	-0.45	0.80	0.48	1.10	-0.40	0.50	0.37	-0.65	-0.46	0.12	0.53	0.74	-0.18	-0.90	0.08	-1.33	-0.66
PSN1_PANCREAS	0.10	-0.85	-1.10	0.99	-0.63	-1.11	0.26	-0.50	-0.96	-0.69	-0.55	0.78	-0.86	-1.18	0.44	-0.68	0.39	-0.26	-1.71	-0.64	-0.54	-1.10	-0.18	-1.01
QGP1_PANCREAS	-0.05	0.84	-0.42	1.92	0.20	-1.11	-0.29	-0.02	-0.43	-0.69	-0.30	1.31	-0.86	-0.68	0.75	0.20	0.07	-0.08	-1.71	-0.06	-0.04	0.14	-1.34	-1.32
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.36	-1.04	-1.27	-0.96	-0.64	-1.11	-0.04	-0.98	-0.51	-0.24	0.01	-0.93	-0.53	-1.21	-0.17	-0.60	0.62	-0.20	-1.09	-1.01	-1.41	-1.07	0.43	-0.37
RD_SOFT_TISSUE	0.85	1.03	-0.15	1.02	-0.78	-1.11	-0.15	-0.11	-0.75	-0.69	-0.39	0.51	-0.86	-0.00	0.23	-0.49	0.57	0.99	0.13	-0.30	0.11	-0.81	-0.17	0.44
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.31	-0.25	-1.28	-1.11	-0.71	-1.11	1.19	1.22	-0.30	0.07	0.11	-1.30	0.42	0.26	-0.08	0.65	1.21	0.69	-1.71	-0.16	-0.22	0.67	1.11	-1.52
RERFGC1B_STOMACH	-1.90	0.84	1.52	0.35	-0.29	-1.11	-0.68	-0.79	0.05	-0.57	-0.57	-0.21	-0.83	-0.73	-0.38	0.10	-0.48	-0.18	-1.11	-0.71	-0.39	-0.38	0.40	1.19
RERFLCAI_LUNG	0.75	-0.59	-1.29	-0.24	-0.51	0.61	-0.09	-0.47	-0.58	-0.28	-0.53	-0.50	-0.64	-0.41	-0.98	-0.50	1.19	0.15	0.35	-1.01	-0.53	0.22	-0.12	-0.94
RERFLCMS_LUNG	-0.18	-0.93	-1.21	-1.15	-0.98	-1.11	-0.70	-1.05	-1.00	-0.69	-1.15	-0.87	-0.70	-1.24	-0.98	0.00	0.57	-1.08	-1.20	-0.93	-1.49	-1.26	-1.34	-0.40
RKN_OVARY	-0.89	-1.10	-0.55	0.68	-0.79	0.63	-0.74	-0.76	-0.95	0.10	-0.02	0.78	0.59	-0.81	-0.48	-0.49	0.08	-0.51	-0.53	-0.27	-1.17	-0.80	0.09	-0.19
RKO_LARGE_INTESTINE	1.05	-0.31	-0.46	0.76	-0.89	0.74	-0.27	-0.71	-0.59	0.07	0.38	0.97	0.25	0.34	-0.09	0.80	1.07	0.12	0.35	0.58	0.42	-0.25	0.48	-0.40
RL952_ENDOMETRIUM	-0.17	0.30	0.93	1.27	1.46	0.10	-0.17	-0.86	0.94	-0.06	0.20	1.15	0.06	0.16	-0.98	-0.42	0.68	0.63	0.73	-0.81	-0.33	0.62	-0.75	0.56
RPMI7951_SKIN	2.35	-0.08	-0.24	-0.18	-0.71	-1.11	-0.34	-0.29	-0.73	-0.69	-0.65	-0.20	-0.86	0.33	0.54	0.10	1.36	0.46	-0.02	-0.70	-0.33	-0.50	0.42	0.09
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.25	1.42	0.06	-0.57	-0.01	1.92	1.04	0.16	0.81	0.66	1.36	-0.98	2.58	0.68	0.14	-0.46	0.95	1.70	0.65	1.04	1.32	1.55	1.88	-0.28
RT112_URINARY_TRACT	0.93	1.93	0.15	0.29	-0.38	1.06	-0.70	-0.53	0.10	-0.34	0.33	0.81	0.00	0.86	-0.66	-0.76	1.35	0.63	-0.53	0.18	1.94	2.40	1.13	0.26
RT4_URINARY_TRACT	0.78	-0.01	3.38	0.24	1.66	0.72	0.12	1.43	1.84	0.28	1.09	0.41	1.92	0.25	1.07	-0.17	0.85	0.41	-0.01	0.71	1.11	2.00	-0.08	1.93
RVH421_SKIN	0.60	-1.17	-1.29	1.04	-0.89	-0.46	-0.43	-0.77	-0.80	-0.37	0.53	1.80	0.80	-0.68	-0.48	2.72	-1.03	-0.28	0.12	-1.07	-1.15	-0.37	-1.37	0.33
SAOS2_BONE	-0.40	1.30	0.38	-0.95	-0.65	1.02	0.15	-0.50	-0.19	0.66	-0.52	-1.23	-0.56	0.19	-0.98	-0.38	0.66	-0.02	0.51	-0.14	0.35	0.93	0.50	-0.73
SBC5_LUNG	-0.69	-0.63	-1.24	-0.67	-0.74	0.82	-0.70	-0.56	-0.62	0.02	-0.02	-0.67	-0.83	0.19	-0.56	-0.58	0.98	-0.03	-1.05	-0.04	-0.79	0.11	0.18	-1.38
SCABER_URINARY_TRACT	0.05	0.04	0.83	0.34	2.26	0.34	-0.61	0.76	1.57	-0.43	-0.55	0.37	0.12	-0.58	-0.75	-0.30	1.03	-0.22	-0.19	0.08	-0.11	1.06	-0.62	0.96
SCC25_UPPER_AERODIGESTIVE_TRACT	1.03	-1.72	0.15	-0.72	-0.98	-1.11	-0.51	1.26	0.66	-0.69	0.03	-0.39	0.05	-0.61	0.44	-0.18	1.22	-4.84	0.09	-0.44	-0.47	-0.67	0.30	1.90
SCC9_UPPER_AERODIGESTIVE_TRACT	1.29	0.38	0.51	0.30	2.35	-1.11	-0.27	0.61	0.69	-0.69	-0.71	0.55	-0.86	-0.46	1.30	-0.46	0.01	1.12	0.14	-0.52	-1.01	-0.30	-0.46	2.22
SF126_CENTRAL_NERVOUS_SYSTEM	-0.60	-0.13	-0.51	-0.91	-0.87	1.07	-0.64	-0.65	-0.52	0.08	-0.97	-0.58	-0.09	-0.51	-0.98	-0.42	-0.44	-0.21	0.55	0.06	0.05	0.85	1.14	-0.88
SF295_CENTRAL_NERVOUS_SYSTEM	-0.12	-0.17	-0.74	-0.74	-0.75	0.52	-0.63	-0.68	-0.42	-0.30	-0.70	-0.85	-0.60	0.16	-0.09	-0.45	-0.52	-1.18	-0.09	-0.61	-0.34	0.03	0.09	-1.37
SF8657	-0.82	-0.67	-1.12	-0.57	-0.78	-0.70	-0.74	-1.05	-0.99	-0.08	-0.41	-0.45	-0.84	-0.92	-0.86	-0.67	-1.43	-2.00	0.09	-1.07	-0.25	0.23	-1.79	-1.35
SH10TC_STOMACH	-0.52	-0.89	-0.70	-1.11	-0.74	-0.25	-0.69	0.17	-0.66	-0.10	-0.86	-1.13	-0.86	-0.84	-0.83	-0.55	0.25	-0.48	-0.40	0.24	-0.81	-0.93	-1.14	-1.53
SHP77_LUNG	-0.32	-1.43	-0.98	-0.92	-0.63	-0.27	-0.43	-0.43	-0.65	-0.38	-0.59	-0.85	-0.86	-0.23	-0.98	-0.60	-1.05	-0.23	-1.16	-0.98	-0.92	-0.63	-1.71	-1.07
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.75	2.99	2.79	4.47	2.05	2.00	3.91	0.57	0.95	2.34	5.34	3.79	3.87	2.10	1.94	7.86	1.71	2.09	2.95	3.55	2.39	2.62	1.95	0.57
SIMA_AUTONOMIC_GANGLIA	-0.98	3.11	0.08	0.35	-0.68	1.65	1.57	-0.13	-0.14	0.86	0.63	1.02	1.83	0.50	-0.13	-0.57	0.29	0.43	0.85	1.20	1.65	0.99	1.25	0.24
SJRH30_SOFT_TISSUE	-0.02	1.35	-1.04	-0.67	-0.79	-1.11	0.19	-0.78	-0.45	-0.05	-0.56	-1.17	-0.68	0.58	-0.56	-0.48	0.11	0.99	-0.16	0.02	1.14	-0.68	0.50	0.87
SJSA1_BONE	-0.18	0.83	0.54	-0.43	-0.23	-1.11	-0.33	-0.16	-0.50	-0.69	1.79	-0.10	0.21	-0.17	0.05	-0.80	0.13	-0.18	-0.30	0.70	-0.07	-0.63	0.50	-0.25
SKBR3_BREAST	-0.05	-0.47	-0.66	-1.15	0.05	1.42	-0.66	-0.66	3.39	-0.22	-1.03	-1.27	-0.86	-1.24	-0.47	-0.48	-0.12	0.96	-0.01	0.42	-1.56	-0.93	1.03	-0.68
SKCO1_LARGE_INTESTINE	0.53	0.14	0.98	1.18	0.22	-1.11	1.16	-0.37	0.58	0.89	0.08	1.12	-0.60	0.19	-0.51	-0.04	-1.93	-1.01	-0.42	-0.22	1.06	-0.33	-0.58	0.63
SKES1_BONE	-0.60	1.60	0.07	-0.48	0.37	1.96	0.93	-0.56	-0.54	0.23	-0.68	-1.30	0.07	0.59	-0.64	0.96	1.20	0.99	1.58	0.02	1.23	1.20	1.70	0.33
SKHEP1_LIVER	-1.36	-0.33	-1.29	-0.03	-0.40	0.01	-0.74	-0.53	-0.89	-0.46	0.62	-0.14	-0.33	-0.61	-0.97	0.02	-0.18	-0.87	1.12	-0.41	-0.99	0.41	-0.81	-1.34
SKLMS1_SOFT_TISSUE	0.57	1.36	0.09	0.31	0.70	-1.11	-0.74	2.31	0.36	-0.69	2.28	0.19	-0.86	1.97	1.86	0.42	0.03	0.18	-1.71	-0.48	0.55	1.18	0.68	0.39
SKLU1_LUNG	0.73	0.12	1.01	0.13	-0.13	0.50	-0.51	1.35	0.04	-0.31	0.42	0.39	0.56	0.03	1.10	0.17	-0.46	-0.31	0.75	-1.02	0.60	1.06	0.19	0.50
SKMEL24_SKIN	0.13	0.28	-0.62	0.61	-0.78	0.51	-0.74	0.10	-0.55	0.03	-0.30	0.63	-0.57	-0.74	-0.59	0.92	-1.66	-0.45	-0.30	-0.96	-0.29	-1.03	-0.77	-0.44
SKMEL2_SKIN	-1.25	-1.32	-1.13	0.38	-0.83	0.48	0.16	0.89	0.43	0.23	3.48	0.80	-0.15	-0.43	0.06	-0.06	-1.17	0.62	0.29	0.48	-0.57	-0.49	-1.40	-1.58
SKMEL30_SKIN	-1.63	-0.91	-1.29	1.67	-0.98	-0.16	-0.74	-1.02	-1.01	-0.30	-1.04	1.87	-0.84	-1.07	-0.54	-0.72	-0.95	-1.24	0.26	-0.14	-1.26	-1.32	-1.32	-1.39
SKMEL31_SKIN	-1.03	-0.11	-0.83	-0.37	-0.77	-0.05	-0.14	0.26	-0.17	0.05	-0.19	-0.85	-0.86	0.17	-0.26	-0.13	-0.82	-0.08	-0.58	-0.88	-0.35	-0.55	-1.34	0.51
SKMEL5_SKIN	-1.66	0.53	-0.97	1.41	-0.34	0.69	-0.60	0.86	-1.00	-0.10	0.94	1.61	-0.36	-0.78	-0.53	2.60	-0.21	-0.03	1.91	0.69	-0.59	-0.42	-0.35	-1.24
SKMES1_LUNG	0.59	1.49	2.08	-0.38	2.79	-1.11	-0.74	2.67	2.05	-0.69	2.14	0.29	-0.86	0.96	2.77	0.95	-0.16	-0.02	-1.71	0.04	1.33	1.20	0.67	1.31
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.00	0.12	0.89	0.02	1.32	-0.01	-0.42	-0.25	0.86	-0.02	-0.81	0.16	0.01	-0.16	0.34	-0.21	0.86	0.01	1.80	0.73	-0.48	0.13	-0.35	0.30
SKNAS_AUTONOMIC_GANGLIA	-0.82	0.27	-0.77	1.58	-0.93	-1.11	0.11	-0.19	-0.92	-0.69	-0.43	1.15	0.45	0.64	-0.81	-0.67	0.03	1.02	-1.71	-0.47	0.04	-1.12	0.21	-0.31
SKNBE2_AUTONOMIC_GANGLIA	-1.10	0.84	-0.73	0.19	-0.59	0.99	0.62	-0.66	-0.80	0.03	-0.09	0.46	2.46	0.43	-0.69	-0.71	0.56	1.32	-0.87	-0.34	1.09	-0.29	0.97	-0.59
SKNDZ_AUTONOMIC_GANGLIA	-0.43	1.56	0.72	-0.52	-0.90	-1.11	0.62	0.08	-0.81	-0.69	-0.67	-1.13	0.58	0.83	-0.18	-0.56	0.50	1.47	-0.95	-0.78	0.24	0.07	0.70	-0.07
SKNFI_AUTONOMIC_GANGLIA	-0.74	1.64	0.46	0.43	-0.32	-1.11	1.24	-0.11	-0.49	-0.69	-0.24	0.03	-0.86	-0.43	0.48	-0.44	-1.36	0.04	0.15	0.02	1.80	-0.29	-1.30	0.53
SKNSH_AUTONOMIC_GANGLIA	-0.06	2.86	0.07	-0.68	-0.05	-1.11	-0.30	0.28	-0.28	0.70	1.71	-0.54	0.77	1.84	-0.02	0.69	-0.26	0.94	0.68	0.86	2.48	0.59	-0.03	-0.04
SKOV3_OVARY	-1.04	-0.83	0.17	-0.86	-0.01	0.33	-0.74	2.82	0.22	-0.49	0.12	-0.94	-0.76	-1.20	-0.70	-0.24	-0.12	-1.06	0.68	-0.27	-0.72	-0.25	-0.68	-0.33
SNGM_ENDOMETRIUM	0.23	-0.89	0.09	-0.14	0.24	0.05	0.79	-0.34	-0.22	-0.26	-0.12	-0.53	-0.62	-0.88	0.35	-0.33	0.40	-0.48	1.20	-0.16	-0.89	-0.21	-0.28	0.98
SNU16_STOMACH	1.76	-0.27	-0.71	-0.73	-0.27	-1.11	0.87	-0.41	0.83	0.91	-0.68	-0.56	0.31	0.71	0.03	0.25	1.78	0.51	1.12	1.14	2.05	3.28	0.50	1.75
SNU182_LIVER	-1.33	-0.57	-0.06	0.32	0.45	-1.11	-0.49	-0.71	-0.83	-0.32	-0.61	-0.38	-0.18	-0.83	1.32	-0.20	-0.44	0.04	-0.70	-0.98	-0.38	-1.09	-1.29	-0.24
